Unique_ID,Monument_Name,Honoree,City,County,State,Union_or_Confederacy,lat_long,latitude,longitude,long_lat,Monument_Type,Sponsor,Year_Dedicated,Year_Removed,Was_Removed,Latitude,Longitude,Number,Street,City,State,County,Zip,Country
2078,Louisiana Confederate Monument,No specific honoree,Vicksburg,Warren,MS,South,"32.348917, -90.880117",32.348917,-90.880117,"-90.880117, 32.348917",Monument,Louisiana Confederate Soldiers,1887,,Active,32.349084,-90.880151,1316,Monroe St,Vicksburg,MS,Warren County,39183,US
2104,Stonewall Jackson Memorial Highway Marker,"Thomas Jonathan ""Stonewall"" Jackson",St. Petersburg,Pinellas,FL,South,"30.411733, -83.911133",30.411733,-83.911133,"-83.911133, 30.411733",Marker,United Daughters of the Confederacy,1940,,Active,30.41148,-83.911371,,US 19,Lamont,FL,Jefferson County,32336,US
286,Lee Boulevard,Robert E. Lee,Savannah,Chatham,GA,South,"32.018381, -81.106422",32.018381,-81.106422,"-81.106422, 32.018381",Highway / Roadway,Unknown,Unknown,,Active,32.018615,-81.106213,310,Lee Blvd,Savannah,GA,Chatham County,31405,US
2083,Robert E. Lee Statue,Robert E. Lee,Richmond,Richmond City,VA,South,"37.538525, -77.433873",37.538525,-77.433873,"-77.433873, 37.538525",Monument,Unknown,1931,,Active,37.538911,-77.433469,1000,Bank St,Richmond,VA,Richmond city,23219,US
287,Early Street,Jubal Anderson Early,Savannah,Chatham,GA,South,"32.019155, -81.106111",32.019155,-81.106111,"-81.106111, 32.019155",Highway / Roadway,Unknown,Unknown,,Active,32.018935,-81.106083,311,Early St,Savannah,GA,Chatham County,31405,US
196,Robert E. Lee Day,Robert E. Lee,Tallahassee,Leon,FL,South,"30.438494, -84.282036",30.438494,-84.282036,"-84.282036, 30.438494",Holiday / Observances,State of Florida,Unknown,,Active,30.4381,-84.282064,400,S Monroe St,Tallahassee,FL,Leon County,32399,US
288,McLaws Street,Lafayette McLaws,Savannah,Chatham,GA,South,"32.020154, -81.106369",32.020154,-81.106369,"-81.106369, 32.020154",Highway / Roadway,Unknown,Unknown,,Active,32.020346,-81.106267,302,McLaws St,Savannah,GA,Chatham County,31405,US
197,Confederate Memorial Day,No specific honoree,Tallahassee,Leon,FL,South,"30.437754, -84.282014",30.437754,-84.282014,"-84.282014, 30.437754",Holiday / Observances,State of Florida,1895,,Active,30.437518,-84.281791,400,S Monroe St,Tallahassee,FL,Leon County,32301,US
2105,General Joe Shelby Park,Joseph Shelby,Waverly,Lafayette,MO,Border,"39.208860, -93.517609",39.20886,-93.517609,"-93.517609, 39.20886",Park,Unknown,2009,,Active,39.20895,-93.517383,598,Main St,Waverly,MO,Lafayette County,64096,US
2106,46th Confederate Veterans Reunion Monument,No specific honoree,Shreveport,Caddo,LA,South,"32.512395, -93.750071",32.512395,-93.750071,"-93.750071, 32.512395",Monument,United Daughters of the Confederacy,1936,,Active,32.512851,-93.749693,549,Us Hwy 80,Shreveport,LA,Caddo Parish,71101,US
2107,John Tyler Morgan Monument,John Tyler Morgan,Oxford,Calhoun,AL,South,"33.614993, -85.828939",33.614993,-85.828939,"-85.828939, 33.614993",Monument,United Daughters of the Confederacy,1938,,Active,33.615339,-85.82908,407,Choccolocco St,Anniston,AL,Calhoun County,36203,US
2108,Forrest Captures Streight Monument,Nathan Bedford Forrest,Lawrence,Lawrence,AL,South,"34.234250, -85.540283",34.23425,-85.540283,"-85.540283, 34.23425",Monument,United Daughters of the Confederacy,1939,,Active,34.234394,-85.539566,10000,State Rte 9 N,Cedar Bluff,AL,Cherokee County,35959,US
655,Jefferson Davis Drive,Jefferson Davis,Oxford,Lafayette,MS,South,"34.351177, -89.519854",34.351177,-89.519854,"-89.519854, 34.351177",Highway / Roadway,Unknown,Unknown,,Active,34.351331,-89.519793,2216,Jefferson Davis Dr,Oxford,MS,Lafayette County,38655,US
289,Johnston Street,Joseph Eggleston Johnston,Savannah,Chatham,GA,South,"32.020839, -81.105642",32.020839,-81.105642,"-81.105642, 32.020839",Highway / Roadway,Unknown,Unknown,,Active,32.020645,-81.105815,303,Johnston St,Savannah,GA,Chatham County,31405,US
349,General Lafayette McLaws Bust,Lafayette McLaws,Savannah,Chatham,GA,South,"32.067213, -81.096422",32.067213,-81.096422,"-81.096422, 32.067213",Monument,Confederate Veterans Association,1902,2018,Removed,32.067635,-81.097505,709,Whitaker St,Savannah,GA,Chatham County,31401,US
1988,Confederate Monument,No specific honoree,Tallahassee,Leon,FL,South,"30.438059, -84.281274",30.438059,-84.281274,"-84.281274, 30.438059",Monument,Unknown,1882,,Active,30.438122,-84.280632,119,Us Hwy 27,Tallahassee,FL,Leon County,32301,US
2113,World War I and Confederate Monument,No specific honoree,Headland,Henry,AL,South,"31.352103, -85.342357",31.352103,-85.342357,"-85.342357, 31.352103",Monument,United Daughters of the Confederacy,1926,,Active,31.3521,-85.341974,60,Park St,Headland,AL,Henry County,36345,US
2115,Washington Light Infantry Monument,No specific honoree,Charleston,Charleston,SC,South,"32.777017, -79.930550",32.777017,-79.93055,"-79.93055, 32.777017",Monument,Unknown,1881,,Active,32.776693,-79.93081,80,Broad St,Charleston,SC,Charleston County,29401,US
2116,Jefferson Davis Highway Marker,Jefferson Davis,Las Cruces,Doña Ana,NM,Not a State,"32.281433, -106.866233",32.281433,-106.866233,"-106.866233, 32.281433",Monument,United Daughters of the Confederacy,1955,,Active,32.283169,-106.863534,,I 10,Las Cruces,NM,Doña Ana County,88007,US
536,Brigadier General Albert Pike Bust,Albert Pike,New Orleans,Orleans,LA,South,"29.965123, -90.098488",29.965123,-90.098488,"-90.098488, 29.965123",Monument,Grand Consistory of Louisiana,1957,,Active,29.965306,-90.098454,,US 61,New Orleans,LA,Orleans Parish,70119,US
2120,Confederate Park,No specific honoree,Memphis,Shelby,TN,South,"35.146961, -90.054091",35.146961,-90.054091,"-90.054091, 35.146961",Park,Unknown,Unknown,2017,Removed,35.146994,-90.053739,53,N Front St,Memphis,TN,Shelby County,38103,US
350,Confederate Memorial,No specific honoree,Savannah,Chatham,GA,South,"32.067279, -81.096338",32.067279,-81.096338,"-81.096338, 32.067279",Monument,Savannah Ladies Memorial Association,1875,2018,Removed,32.067976,-81.095434,621,Drayton St,Savannah,GA,Chatham County,31401,US
3172,Jefferson Davis Day,Jefferson Davis,Tallahassee,Leon,FL,South,"30.437874, -84.282143",30.437874,-84.282143,"-84.282143, 30.437874",Holiday / Observances,State of Florida,1905,,Active,30.4381,-84.282064,400,S Monroe St,Tallahassee,FL,Leon County,32301,US
2046,Zebulon Baird Vance Monument,Zebulon Baird Vance,Raleigh,Wake,NC,South,"35.779820 , -78.638850",35.77982,-78.63885,"-78.63885, 35.77982",Monument,Vance Monumental Association,1900,,Active,35.779409,-78.638626,2,E Morgan St,Raleigh,NC,Wake County,27601,US
2119,Charles Didier Dreux Monument,Charles Didier Dreux,New Orleans,Orleans,LA,South,"29.970617, -90.093583",29.970617,-90.093583,"-90.093583, 29.970617",Monument,Unknown,1922,,Active,29.970398,-90.093219,120,N Jefferson Davis Pkwy,New Orleans,LA,Orleans Parish,70119,US
2128,Jefferson Davis Highway Marker,Jefferson Davis,Columbia,Richland,SC,South,"34.001533, -81.032350",34.001533,-81.03235,"-81.03235, 34.001533",Monument,United Daughters of the Confederacy,1923,,Active,34.001795,-81.031922,1200,Sumter St,Columbia,SC,Richland County,29201,US
2132,Stephen Elliott Park,Stephen Elliott,Beaufort,Beaufort,SC,South,"32.430617, -80.669583",32.430617,-80.669583,"-80.669583, 32.430617",Park,Unknown,Unknown,,Active,32.430637,-80.669824,197,Carteret St,Beaufort,SC,Beaufort County,29902,US
2133,Francis Marion Cockrell Monument,Francis Marion Cockrell,Warrensburg,Johnson,MO,Border,"38.765825, -93.750433",38.765825,-93.750433,"-93.750433, 38.765825",Monument,Sons of Confederate Veterans,1989,,Active,38.765882,-93.750075,346,N Main St,Warrensburg,MO,Johnson County,64093,US
2134,Jefferson Davis Highway Marker,Jefferson Davis,Goliad,Goliad,TX,South,"28.667667, -97.409733",28.667667,-97.409733,"-97.409733, 28.667667",Monument,United Daughters of the Confederacy,Unknown,,Active,28.667837,-97.409268,,US 59,Goliad,TX,Goliad County,77963,US
2135,Price's Great Raid Monument,Sterling Price,Jefferson City,Cole,MO,Border,"38.557837, -92.168714",38.557837,-92.168714,"-92.168714, 38.557837",Monument,United Daughters of the Confederacy,1933,,Active,38.557708,-92.168435,1103,Moreau Dr,Jefferson City,MO,Cole County,65101,US
2136,Albert Sidney Johnston Monument,Albert Sidney Johnston,China Grove,Bexar,TX,South,"29.313517, -95.450267",29.313517,-95.450267,"-95.450267, 29.313517",Monument,United Daughters of the Confederacy,Unknown,,Active,29.313359,-95.45079,102,China Grove Dr,Rosharon,TX,Brazoria County,77583,US
351,Colonel Francis S. Bartow Bust,Francis S. Bartow,Savannah,Chatham,GA,South,"32.067192, -81.096314",32.067192,-81.096314,"-81.096314, 32.067192",Monument,Confederate Veterans Association,1902,2018,Removed,32.067976,-81.095434,621,Drayton St,Savannah,GA,Chatham County,31401,US
267,Bedford Forrest Drive,Nathan Bedford Forrest,Sharpsburg,Coweta,GA,South,"33.361752, -84.665395",33.361752,-84.665395,"-84.665395, 33.361752",Highway / Roadway,Unknown,Unknown,,Active,33.361817,-84.665786,105,Bedford Forrest Dr,Sharpsburg,GA,Coweta County,30277,US
2140,Jefferson Davis Highway Marker,Jefferson Davis,Montgomery,Montgomery,AL,South,"32.382250, -86.268967",32.38225,-86.268967,"-86.268967, 32.38225",Monument,United Daughters of the Confederacy,Unknown,,Active,32.38185,-86.269403,2810,Atlanta Hwy,Montgomery,AL,Montgomery County,36109,US
2142,Varina Banks Howell Davis Flower Garden and Memorial,Varina Davis,Vicksburg,Warren,MS,South,"32.352017, -90.878900",32.352017,-90.8789,"-90.8789, 32.352017",Monument,Unknown,unknown,,Active,32.3522,-90.878711,1008,Cherry St,Vicksburg,MS,Warren County,39183,US
2143,UDC Anniversary Plaque,No specific honoree,Nashville,Davidson,TN,South,"36.166067, -86.783617",36.166067,-86.783617,"-86.783617, 36.166067",Plaque,United Daughters of the Confederacy,unknown,,Active,36.166816,-86.785108,436,6th Ave N,Nashville,TN,Davidson County,37203,US
2144,Anson County Women of the Confederacy Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.967083, -80.076333",34.967083,-80.076333,"-80.076333, 34.967083",Monument,William Alexander Smith,1934,,Active,34.966932,-80.076332,114,N Greene St,Wadesboro,NC,Anson County,28170,US
2145,Beaufort Civil War Monument,No specific honoree,Beaufort,Beaufort,SC,South,"32.433533, -80.679433",32.433533,-80.679433,"-80.679433, 32.433533",Monument,United Daughters of the Confederacy,Unknown,,Active,32.433635,-80.679741,402,Bladen St,Beaufort,SC,Beaufort County,29902,US
306,Thomas Overby Drive,Thomas Overby,Sharpsburg,Coweta,GA,South,"33.401236, -84.654352",33.401236,-84.654352,"-84.654352, 33.401236",Highway / Roadway,Unknown,Unknown,,Active,33.401232,-84.654764,90,Thomas Overby Dr,Sharpsburg,GA,Coweta County,30277,US
2148,Cannon County Confederate Monument,No specific honoree,Woodbury,Cannon,TN,South,"35.825650, -86.086133",35.82565,-86.086133,"-86.086133, 35.82565",Monument,United Daughters of the Confederacy,1926,,Active,35.82544,-86.085822,1021,Us Hwy 70s,Woodbury,TN,Cannon County,37190,US
2150,Cobb's Battery Monument,No specific honoree,Kuttawa,Lyon,KY,Border,"37.077217, -88.099533",37.077217,-88.099533,"-88.099533, 37.077217",Monument,United Daughters of the Confederacy,1931,,Active,37.076975,-88.099965,562,State Hwy 295,Kuttawa,KY,Lyon County,42055,US
883,Confederate Monument,No specific honoree,Tahlequah,Cherokee,OK,Not a State,"35.912717, -94.970883",35.912717,-94.970883,"-94.970883, 35.912717",Monument,United Daughters of the Confederacy,1913,,Active,35.913348,-94.970942,100,Us Hwy 62 Bus,Tahlequah,OK,Cherokee County,74464,US
2152,Confederate Arsenal Monument,No specific honoree,Selma,Dallas,AL,South,"32.405817, -87.021500",32.405817,-87.0215,"-87.0215, 32.405817",Monument,United Daughters of the Confederacy,1931,,Active,32.40593,-87.021362,898,Arsenal Pl,Selma,AL,Dallas County,36701,US
2154,Confederate Heroes Monument,No specific honoree,Alexander City,Tallapoosa,AL,South,"32.922952, -85.977706",32.922952,-85.977706,"-85.977706, 32.922952",Monument,United Daughters of the Confederacy,1923,,Active,32.922936,-85.972738,2700,Sportplex Blvd,Alexander City,AL,Tallapoosa County,35010,US
393,Hancock County Confederate Monument,No specific honoree,Sparta,Hancock,GA,South,"33.275700, -82.976292",33.2757,-82.976292,"-82.976292, 33.2757",Monument,Ladies Memorial Association of Hancock County,1882,,Active,33.275768,-82.976648,71,W Broad St,Sparta,GA,Hancock County,31087,US
2156,Confederate Monument,No specific honoree,Walhalla,Oconee,SC,South,"34.766917, -83.075467",34.766917,-83.075467,"-83.075467, 34.766917",Monument,Oconee Southern Heritage Group,2002,,Active,34.767208,-83.075439,702,W Main St,Walhalla,SC,Oconee County,29691,US
2157,Confederate Monument,No specific honoree,Raleigh,Wake,NC,South,"35.780423, -78.639935",35.780423,-78.639935,"-78.639935, 35.780423",Monument,State of North Carolina,1895,,Active,35.780249,-78.640376,105,Hillsborough St,Raleigh,NC,Wake County,27603,US
2158,Bowie Pelham Camp Monument,No specific honoree,Bowie,Montague,TX,South,"33.552167, -97.832667",33.552167,-97.832667,"-97.832667, 33.552167",Monument,United Confederate Veterans,Unknown,,Active,33.552152,-97.832145,501,Pelham St,Bowie,TX,Montague County,76230,US
2159,Confederate Monument,No specific honoree,Mount Vernon,Franklin,TX,South,"33.189194, -95.220944",33.189194,-95.220944,"-95.220944, 33.189194",Monument,United Confederate Veterans,Unknown,,Active,33.188685,-95.219993,398,Us Hwy 67,Mount Vernon,TX,Franklin County,75457,US
2160,Confederate Monument,No specific honoree,Fort Craig,Socorro,NM,Not a State,"33.724983, -107.002483",33.724983,-107.002483,"-107.002483, 33.724983",Monument,United Daughters of the Confederacy,1936,,Active,33.724983,-107.002483,,,San Antonio,NM,Socorro County,87832,US
2162,Confederate Monument,No specific honoree,Marlin,Falls,TX,South,"31.306967, -96.898283",31.306967,-96.898283,"-96.898283, 31.306967",Monument,United Daughters of the Confederacy,1925,,Active,31.306367,-96.897984,101,Live Oak St,Marlin,TX,Falls County,76661,US
352,Confederate Memorial,No specific honoree,Springfield,Effingham,GA,South,"32.373566, -81.314386",32.373566,-81.314386,"-81.314386, 32.373566",Monument,United Daughters of the Confederacy,1923,,Active,32.374077,-81.314408,803,N Oak St,Springfield,GA,Effingham County,31329,US
708,Confederate Soldier Monument I,No specific honoree,Oxford,Lafayette,MS,South,"34.366117, -89.518750",34.366117,-89.51875,"-89.51875, 34.366117",Monument,United Confederate Veterans,1907,,Active,34.366029,-89.518799,174,Courthouse Sq,Oxford,MS,Lafayette County,38655,US
2167,Confederate Soldiers Monument,No specific honoree,Clayton,Barbour,AL,South,"31.878110, -85.449489",31.87811,-85.449489,"-85.449489, 31.87811",Monument,United Daughters of the Confederacy,1909,,Active,31.877964,-85.449371,8,Eufaula Ave,Clayton,AL,Barbour County,36016,US
2168,Goochland County Monument,No specific honoree,Goochland,Goochland,VA,South,"37.682500, -77.884450",37.6825,-77.88445,"-77.88445, 37.6825",Monument,United Daughters of the Confederacy,1918,,Active,37.682769,-77.884227,2938,River Rd W,Goochland,VA,Goochland County,23063,US
2169,Confederate Soldiers Monument,No specific honoree,Dardenne Prairie,St. Charles,MO,Border,"38.773500, -90.768789",38.7735,-90.768789,"-90.768789, 38.7735",Monument,Unknown,Unknown,,Active,38.773233,-90.768826,121,Stonewall Creek Dr,O Fallon,MO,St. Charles County,63368,US
2170,Confederate States of America Monument,No specific honoree,McCalla,Tuscaloosa,AL,South,"33.250367, -87.069633",33.250367,-87.069633,"-87.069633, 33.250367",Monument,Unknown,1980,,Active,33.251902,-87.076844,19800,Bridewell Cir,McCalla,AL,Tuscaloosa County,35111,US
2172,Corinth Confederate Monument,No specific honoree,Corinth,Alcorn,MS,South,"34.934900, -88.519400",34.9349,-88.5194,"-88.5194, 34.9349",Monument,Unknown,Unknown,,Active,34.934773,-88.519363,606,E Waldron St,Corinth,MS,Alcorn County,38834,US
395,Confederate Monument,No specific honoree,Statesboro,Bulloch,GA,South,"32.449104, -81.782989",32.449104,-81.782989,"-81.782989, 32.449104",Monument,United Daughters of the Confederacy,1909,,Active,32.448909,-81.783417,4,Us Hwy 25,Statesboro,GA,Bulloch County,30458,US
2175,David O. Dodd Monument II,David Owen Dodd,Little Rock,Pulaski,AR,South,"34.738033, -92.265067",34.738033,-92.265067,"-92.265067, 34.738033",Monument,United Daughters of the Confederacy,1926,,Active,34.738392,-92.265337,503,E 9th St,Little Rock,AR,Pulaski County,72202,US
2176,Dick Dowling Monument,Richard W. Dowling,Sabine Pass,Jefferson,TX,South,"29.732017, -93.894400",29.732017,-93.8944,"-93.8944, 29.732017",Monument,United Daughters of the Confederacy,1937,,Active,29.732426,-93.895217,5347,State Hwy 87,Sabine Pass,TX,Jefferson County,77655,US
2177,Robert E. Lee Dixie Highway Marker,Robert E. Lee,Fletcher,Henderson,NC,South,"35.442967, -82.506100",35.442967,-82.5061,"-82.5061, 35.442967",Monument,United Daughters of the Confederacy,1926,,Active,35.442005,-82.505674,2907,Us Hwy 25,Fletcher,NC,Henderson County,28732,US
2178,Robert E. Lee Dixie Highway Marker,Robert E. Lee,Hendersonville,Henderson,NC,South,"35.314683, -82.459617",35.314683,-82.459617,"-82.459617, 35.314683",Monument,United Daughters of the Confederacy,1926,,Active,35.314683,-82.459574,116,N Main St,Hendersonville,NC,Henderson County,28792,US
2184,General Sterling Price Monument,Sterling Price,Keytesville,Chariton,MO,Border,"39.434742, -92.936739",39.434742,-92.936739,"-92.936739, 39.434742",Monument,United Daughters of the Confederacy and State of Missouri,1915,,Active,39.434464,-92.936382,100,W Bridge St,Keytesville,MO,Chariton County,65261,US
2185,General Wade Hampton Monument,Wade Hampton,Charleston,Charleston,SC,South,"32.790417, -79.936817",32.790417,-79.936817,"-79.936817, 32.790417",Monument,United Daughters of the Confederacy,1911,,Active,32.790094,-79.937261,24,Ann St,Charleston,SC,Charleston County,29403,US
2187,Iredell County Confederate Monument,No specific honoree,Statesville,Iredell,NC,South,"35.783641, -80.888158",35.783641,-80.888158,"-80.888158, 35.783641",Monument,United Daughters of the Confederacy,1905,,Active,35.783533,-80.888371,200,S Center St,Statesville,NC,Iredell County,28677,US
2188,Iron Foundries and Makers Flagpoles,No specific honoree,McCalla,Tuscaloosa,AL,South,"33.247967, -87.067800",33.247967,-87.0678,"-87.0678, 33.247967",Monument,Military Order of the Stars and Bars,1996,,Active,33.251902,-87.076844,19800,Bridewell Cir,McCalla,AL,Tuscaloosa County,35111,US
2189,Jackson County Confederate Monument,"Thomas Jonathan ""Stonewall"" Jackson",Sylva,Jackson,NC,South,"35.373781, -83.227657",35.373781,-83.227657,"-83.227657, 35.373781",Monument,Unknown,1915,,Active,35.373818,-83.227668,330,Keener St,Sylva,NC,Jackson County,28779,US
2191,Jefferson Davis Father of National Highways Monument,Jefferson Davis,Bakersfield,Kern,CA,North,"35.393505, -119.019103",35.393505,-119.019103,"-119.019103, 35.393505",Monument,United Daughters of the Confederacy,1942,,Active,35.393522,-119.019309,3801,Chester Ave,Bakersfield,CA,Kern County,93301,US
2192,Jefferson Davis Highway Marker,Jefferson Davis,Gold Canyon,Pinal,AZ,Not a State,"33.335600, -111.440500",33.3356,-111.4405,"-111.4405, 33.3356",Monument,United Daughters of the Confederacy,1943,,Active,33.335767,-111.440504,11555,E Us Highway 60,Apache Junction,AZ,Pinal County,85219,US
2193,Jefferson Davis Highway Marker,Jefferson Davis,Hopkinsville,Christian,KY,Border,"36.878373, -87.507904",36.878373,-87.507904,"-87.507904, 36.878373",Monument,United Daughters of the Confederacy,1935,,Active,36.878076,-87.507603,1525,Us Hwy 68,Hopkinsville,KY,Christian County,42240,US
2194,Jefferson Davis Highway Marker,Jefferson Davis,Paducah,McCracken,KY,Border,"37.079833, -88.618017",37.079833,-88.618017,"-88.618017, 37.079833",Monument,United Daughters of the Confederacy,1935,,Active,37.07984,-88.617797,130,Fountain Ave,Paducah,KY,McCracken County,42001,US
2195,Jefferson Davis Highway Marker,Jefferson Davis,Uvalde,Uvalde,TX,South,"29.209917, -99.786017",29.209917,-99.786017,"-99.786017, 29.209917",Monument,United Daughters of the Confederacy,Unknown,,Active,29.20963,-99.786043,,US 90,Uvalde,TX,Uvalde County,78801,US
2196,Jefferson Davis Highway Zero Milestone Marker,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.843418, -87.300550",36.843418,-87.30055,"-87.30055, 36.843418",Monument,United Daughters of the Confederacy,1930,,Active,36.843536,-87.30066,1,State Hwy 1801,Hopkinsville,KY,Todd County,42240,US
2197,Jefferson Davis Memorial Highway Marker I,Jefferson Davis,San Antonio,Bexar,TX,South,"29.423867, -98.493750",29.423867,-98.49375,"-98.49375, 29.423867",Monument,American Legion Central Council of Bexar County,1936,,Active,29.423961,-98.493556,DOLOROSA,Dolorosa,San Antonio,TX,Bexar County,78205,US
2198,Jefferson Davis Memorial Highway Marker II,Jefferson Davis,San Antonio,Bexar,TX,South,"29.493700, -98.434183",29.4937,-98.434183,"-98.434183, 29.4937",Monument,United Daughters of the Confederacy,1929,,Active,29.494122,-98.434232,1475,Austin Hwy,San Antonio,TX,Bexar County,78209,US
2199,Johnston Confederate Monument,No specific honoree,Johnston,Edgefield,SC,South,"33.833867, -81.803833",33.833867,-81.803833,"-81.803833, 33.833867",Monument,City of Johnston,1911,,Active,33.83368,-81.80402,504,State Hwy 121,Johnston,SC,Edgefield County,29832,US
2202,Little Rock Defenders Monument,No specific honoree,Little Rock,Pulaski,AR,South,"34.749025, -92.272050",34.749025,-92.27205,"-92.27205, 34.749025",Monument,United Daughters of the Confederacy,1932,,Active,34.749038,-92.272598,300,W Markham St,Little Rock,AR,Pulaski County,72201,US
2203,J.E.B. Stuart and Confederate Soldiers of Patrick County Monument,"James Ewell Brown ""Jeb"" Stuart",Stuart,Patrick,VA,South,"36.642342, -80.269589",36.642342,-80.269589,"-80.269589, 36.642342",Monument,Junior Stuart Book Club,1936,,Active,36.642281,-80.269697,100,N Main St,Stuart,VA,Patrick County,24171,US
2204,Major George B. Erath Monument,George B. Erath,Stephenville,Erath,TX,South,"32.220333, -98.204050",32.220333,-98.20405,"-98.20405, 32.220333",Monument,Sons and Daughters of Confederate Veterans,2001,,Active,32.220254,-98.204107,174,N Columbia Ave,Stephenville,TX,Erath County,76401,US
2205,Major Robert Seldon Garnett Monument,Robert Seldon Garnett,Monterey,Monterey,CA,North,"36.597800, -121.897150",36.5978,-121.89715,"-121.89715, 36.5978",Monument,United Daughters of the Confederacy,1957,2017,Removed,36.597761,-121.89751,590,Pacific St,Monterey,CA,Monterey County,93940,US
2206,Confederate Monument,No specific honoree,Wichita Falls,Wichita,TX,South,"33.909783, -98.498900",33.909783,-98.4989,"-98.4989, 33.909783",Monument,United Daughters of the Confederacy,1934,,Active,33.90976,-98.498421,1300,7th St,Wichita Falls,TX,Wichita County,76307,US
2207,Missouri State Guard Militia Monument,No specific honoree,Nevada,Vernon,MO,Border,"37.840233, -94.358392",37.840233,-94.358392,"-94.358392, 37.840233",Monument,Sons of Confederate Veterans,2001,,Active,37.840309,-94.357838,200,W Hunter St,Nevada,MO,Vernon County,64772,US
256,Robert E. Lee Boulevard,Robert E. Lee,Stone Mountain,DeKalb,GA,South,"33.809048, -84.163765",33.809048,-84.163765,"-84.163765, 33.809048",Highway / Roadway,Unknown,Unknown,,Active,33.809531,-84.16431,5513,E Mountain St,Stone Mountain,GA,DeKalb County,30083,US
2209,Olustee Battle Monument,No specific honoree,Lake City,Columbia,FL,South,"30.190150, -82.636900",30.19015,-82.6369,"-82.6369, 30.19015",Monument,Unknown,Unknown,,Active,30.190156,-82.637122,152,N Marion Ave,Lake City,FL,Columbia County,32055,US
2210,Orange County Confederate Monument,No specific honoree,Orange,Orange ,VA,South,"38.245191, -78.111278",38.245191,-78.111278,"-78.111278, 38.245191",Monument,Comrades and friends,1900,,Active,38.245272,-78.111498,107,W Main St,Orange,VA,Orange County,22960,US
2211,Pamlico County Confederate Monument,No specific honoree,Bayboro,Pamlico,NC,South,"35.142883, -76.771017",35.142883,-76.771017,"-76.771017, 35.142883",Monument,United Daughters of the Confederacy,1939,,Active,35.142679,-76.771347,211,Main St,Bayboro,NC,Pamlico County,28515,US
2212,Perryville Confederate Monument,No specific honoree,Perryville,Boyle,KY,Border,"37.674817, -84.970733",37.674817,-84.970733,"-84.970733, 37.674817",Monument,State of Kentucky,Unknown,,Active,37.674634,-84.974071,2728,Whites Rd,Perryville,KY,Boyle County,40468,US
257,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Stone Mountain,DeKalb,GA,South,"33.810760, -84.129130",33.81076,-84.12913,"-84.12913, 33.81076",Highway / Roadway,Unknown,Unknown,,Active,33.810879,-84.129306,4044,Stonewall Jackson Dr,Stone Mountain,GA,DeKalb County,30083,US
2214,Robert E. Lee Memorial Tree,Robert E. Lee,Columbia,Richland,SC,South,"34.000600, -81.031883",34.0006,-81.031883,"-81.031883, 34.0006",Monument,United Daughters of the Confederacy,Unknown,,Active,34.000458,-81.03133,1128,Sumter St,Columbia,SC,Richland County,29201,US
2215,Confederate Veterans Flagpole,No specific honoree,Batesville,Independence ,AR,South,"35.770531, -91.653179",35.770531,-91.653179,"-91.653179, 35.770531",Other,Sons of Confederate Veterans,2004,,Active,35.770614,-91.653149,100,Bayou St,Batesville,AR,Independence County,72501,US
2216,Stonewall Jackson Monument,"Thomas Jonathan ""Stonewall"" Jackson",Ft. Meade,Polk,FL,South,"27.755267, -81.795417",27.755267,-81.795417,"-81.795417, 27.755267",Monument,Sons of Confederate Veterans,1983,,Active,27.755232,-81.795697,422,3rd St NE,Fort Meade,FL,Polk County,33841,US
258,Jefferson Davis Drive,Jefferson Davis,Stone Mountain,DeKalb,GA,South,"33.819149, -84.135542",33.819149,-84.135542,"-84.135542, 33.819149",Highway / Roadway,Unknown,Unknown,,Active,33.822396,-84.134908,,US 78,Stone Mountain,GA,DeKalb County,30087,US
2218,Williamson Simpson Oldham Monument,Williamson Simpson Oldham,Vega,Oldham,TX,South,"35.246967, -102.428000",35.246967,-102.428,"-102.428, 35.246967",Monument,Unknown,1936,,Active,35.246688,-102.427768,105,S Main St,Vega,TX,Oldham County,79092,US
353,Valor Monument at Memorial Plaza,No specific honoree,Stone Mountain,DeKalb,GA,South,"33.808905, -84.143505",33.808905,-84.143505,"-84.143505, 33.808905",Monument,Unknown,1977,,Active,33.809073,-84.141924,5543,E Mountain St,Stone Mountain,GA,DeKalb County,30083,US
2221,The Auburn Guards Review Monument,No specific honoree,Auburn,Lee,AL,South,"32.610290, -85.480418",32.61029,-85.480418,"-85.480418, 32.61029",Monument,United Daughters of the Confederacy,1914,,Active,32.610263,-85.480813,124,Mitcham Ave,Auburn,AL,Lee County,36830,US
2222,The Men From Rutherford County Monument,No specific honoree,Murfreesboro,Rutherford,TN,South,"35.846283, -86.391567",35.846283,-86.391567,"-86.391567, 35.846283",Monument,Sons of Confederate Veterans,2011,,Active,35.846206,-86.391201,106,N Church St,Murfreesboro,TN,Rutherford County,37130,US
354,Stone Mountain Confederate Memorial Carving,"Thomas Jonathan ""Stonewall"" Jackson // Robert E. Lee // Jefferson Davis",Stone Mountain,DeKalb,GA,South,"33.806373, -84.145379",33.806373,-84.145379,"-84.145379, 33.806373",Monument,United Daughters of the Confederacy and Stone Mountain Memorial Association,1972,,Active,33.797933,-84.154867,5820,Stonehaven Dr,Stone Mountain,GA,DeKalb County,30087,US
